,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,cvac_level_of_concern_for_vaccination_rollout,actual_y,predicted_y
2262,0.0869,0.0061,0.0421,0.0088,0.0022,0.8191,0.19,0.36,0.14,0.1337999999999999
2959,0.0998,0.0184,0.0117,0.0103,0.0042,0.8053,0.64,0.45,0.13,0.17960000000000012
2533,0.1779,0.0031,0.0056,0.2095,0.0002,0.5893,0.79,0.95,0.2,0.19820000000000002
1425,0.0799,0.0012,0.1189,0.0499,0.0003,0.7185,0.23,0.02,0.06,0.09259999999999993
7,0.026,0.825,0.0108,0.0074,0.0022,0.0973,0.97,0.89,0.26,0.2570000000000002
810,0.0178,0.0022,0.0072,0.0263,0.0023,0.9151,0.86,0.49,0.18,0.20910000000000006
2285,0.08,0.0824,0.0042,0.0204,0.0,0.7456,0.84,0.7,0.21,0.21490000000000006
1468,0.0974,0.0019,0.0247,0.0099,0.0,0.8505,0.43,0.41,0.12,0.1635999999999999
415,0.1745,0.0,0.0,0.0,0.0,0.8216,0.11,0.46,0.14,0.1952000000000001
3138,0.084,0.0034,0.0043,0.0051,0.0,0.8953,0.28,0.31,0.18,0.17799999999999983
838,0.0276,0.0,0.0057,0.0421,0.0,0.9096,0.45,0.69,0.18,0.23370000000000005
765,0.0356,0.0299,0.0007,0.0034,0.0,0.912,0.76,0.56,0.25,0.2143000000000001
2993,0.1311,0.0039,0.0128,0.1105,0.0005,0.7195,0.46,0.17,0.18,0.1623
199,0.0897,0.0109,0.0127,0.0071,0.002,0.8363,0.79,0.52,0.14,0.1678000000000001
3108,0.0322,0.0033,0.0296,0.008,0.0001,0.9104,0.17,0.15,0.17,0.15029999999999993
283,0.0003,0.002,0.0022,0.5937,0.0,0.3953,0.96,0.85,0.24,0.23119999999999988
231,0.0631,0.0019,0.0071,0.0181,0.0002,0.8871,0.75,0.47,0.22,0.1949000000000001
2421,0.0109,0.0011,0.0048,0.0047,0.0,0.9677,0.21,0.14,0.17,0.1813
2349,0.0381,0.2194,0.0123,0.0046,0.0008,0.6371,0.77,0.73,0.23,0.23740000000000014
96,0.1324,0.001,0.0276,0.0505,0.0004,0.7666,0.29,0.09,0.14,0.1465
1505,0.078,0.0033,0.0118,0.0314,0.0002,0.8656,0.3,0.17,0.12,0.1685
2694,0.3999,0.0,0.0143,0.0222,0.0,0.5605,0.69,0.95,0.18,0.17679999999999996
1674,0.0247,0.0049,0.0019,0.0132,0.0,0.9366,0.26,0.7,0.16,0.1967
990,0.0297,0.0026,0.0019,0.0076,0.0,0.9455,0.13,0.02,0.21,0.1999
1950,0.0321,0.0019,0.0291,0.0153,0.0001,0.9035,0.05,0.03,0.12,0.14930000000000007
1506,0.0748,0.0048,0.1437,0.1185,0.0003,0.6191,0.63,0.27,0.11,0.12299999999999998
2999,0.0156,0.0061,0.0164,0.0556,0.0,0.8997,0.28,0.38,0.21,0.19060000000000005
2712,0.1871,0.0017,0.0128,0.1979,0.0011,0.5751,0.88,0.79,0.19,0.20739999999999997
1559,0.0037,0.0017,0.0049,0.7753,0.0,0.2079,0.93,0.94,0.29,0.26689999999999997
3097,0.0897,0.0069,0.0049,0.0044,0.0004,0.8775,0.4,0.6,0.29,0.20070000000000007
104,0.0423,0.0029,0.0164,0.0712,0.0002,0.8497,0.15,0.56,0.21,0.21539999999999998
2342,0.037000000000000005,0.2128,0.0083,0.0306,0.0008,0.6334,0.85,0.82,0.23,0.24570000000000017
3016,0.0881,0.0056,0.0159,0.0089,0.0085,0.8408,0.28,0.5,0.14,0.16630000000000014
2571,0.0319,0.0111,0.0126,0.0081,0.0,0.921,0.03,0.03,0.21,0.1898
2297,0.0851,0.0036,0.0099,0.008,0.003,0.8552,0.52,0.49,0.17,0.16680000000000003
1818,0.1392,0.038,0.0279,0.0244,0.0007,0.7322,0.6,0.72,0.21,0.18870000000000015
1055,0.0159,0.0037,0.0009,0.003,0.0,0.9608,0.46,0.29,0.21,0.18479999999999994
2177,0.0106,0.0076,0.0119,0.0008,0.0004,0.9562,0.07,0.08,0.31,0.22469999999999998
2574,0.0408,0.9019,0.0,0.0008,0.0,0.0444,0.99,0.75,0.29,0.2699999999999997
744,0.0321,0.0,0.0078,0.3289,0.0,0.6151,0.83,0.83,0.27,0.25500000000000017
226,0.0249,0.0057,0.0037,0.0033,0.0009,0.9387,0.44,0.32,0.2,0.19539999999999996
1034,0.0134,0.0011,0.0025,0.0005,0.0,0.9804,0.04,0.02,0.21,0.2242
2045,0.0308,0.0028,0.0134,0.059,0.0001,0.8623,0.49,0.2,0.15,0.17669999999999994
2413,0.2278,0.0028,0.0408,0.0829,0.0008,0.6079,0.76,0.08,0.14,0.14120000000000008
1694,0.0329,0.0012,0.0254,0.0439,0.0003,0.8714,0.04,0.32,0.12,0.15970000000000006
2273,0.0472,0.0401,0.0429,0.0394,0.0009,0.7693,0.51,0.67,0.22,0.19940000000000002
2365,0.0441,0.0914,0.0071,0.0072,0.0002,0.7043,0.87,0.85,0.23,0.21550000000000014
2766,0.5606,0.0038,0.0684,0.0321,0.0,0.3246,0.7,0.88,0.19,0.1587
1822,0.0335,0.005,0.0024,0.0034,0.0022,0.9358,0.01,0.12,0.18,0.18959999999999996
785,0.0264,0.002,0.0117,0.041,0.0,0.897,0.48,0.37,0.18,0.17630000000000007
1204,0.052000000000000005,0.0057,0.005,0.0277,0.0,0.89,0.3,0.52,0.19,0.19850000000000004
798,0.0384,0.0097,0.0054,0.0825,0.0,0.8456,0.78,0.66,0.18,0.21429999999999996
1427,0.0565,0.0006,0.011,0.2579,0.0,0.6287,0.75,0.25,0.13,0.17830000000000013
1041,0.0139,0.0021,0.0051,0.0289,0.0,0.9411,0.31,0.66,0.19,0.19589999999999994
1938,0.0291,0.0027,0.0141,0.0407,0.0002,0.8993,0.53,0.22,0.17,0.17709999999999998
464,0.4003,0.0045,0.0387,0.032,0.0011,0.5002,0.59,0.3,0.17,0.14370000000000005
2926,0.0191,0.0038,0.0066,0.0327,0.0,0.9218,0.14,0.19,0.17,0.17179999999999995
900,0.0443,0.0025,0.0344,0.1494,0.0004,0.7402,0.7,0.52,0.18,0.19939999999999997
1263,0.0346,0.0029,0.0144,0.0453,0.0,0.8884,0.52,0.02,0.19,0.18269999999999992
1421,0.0203,0.0022,0.0146,0.0045,0.0002,0.9373,0.1,0.25,0.13,0.16029999999999991
2563,0.0258,0.0042,0.0025,0.0845,0.0006,0.8677,0.66,0.94,0.26,0.24359999999999998
2024,0.032,0.0015,0.0088,0.0135,0.0002,0.9317,0.4,0.29,0.15,0.16730000000000003
1763,0.0673,0.0,0.0,0.0,0.0,0.8956,0.05,0.45,0.26,0.22140000000000007
2655,0.2069,0.0034,0.0004,0.1312,0.0,0.6472,0.61,0.83,0.18,0.18839999999999996
212,0.0154,0.0035,0.0054,0.0191,0.0,0.9438,0.4,0.23,0.18,0.18180000000000004
12,0.045,0.0024,0.0015,0.3387,0.0,0.5927,0.98,0.91,0.26,0.23790000000000014
3041,0.0074,0.0,0.002,0.0156,0.0019,0.9655,0.37,0.43,0.21,0.195
422,0.337,0.0038,0.1163,0.0471,0.0038,0.4556,0.56,0.55,0.11,0.12219999999999993
999,0.0304,0.0028,0.0048,0.029,0.0,0.8812,0.49,0.62,0.21,0.21320000000000003
1052,0.0228,0.0034,0.0049,0.002,0.0,0.9537,0.42,0.82,0.2,0.19730000000000003
1057,0.048,0.0017,0.0082,0.0072,0.0003,0.9188,0.37,0.5,0.2,0.17930000000000004
1454,0.0244,0.0012,0.0102,0.0399,0.0,0.899,0.43,0.28,0.13,0.1722000000000001
741,0.0492,0.0024,0.0178,0.5558,0.0021,0.3453,0.93,0.72,0.26,0.22579999999999978
2768,0.016,0.003,0.0041,0.0079,0.0,0.9484,0.27,0.31,0.08,0.17319999999999994
2653,0.2556,0.0013,0.0611,0.1028,0.0006,0.5579,0.65,0.81,0.17,0.16680000000000011
3086,0.0066,0.0015,0.0028,0.0086,0.0,0.9731,0.6,0.45,0.2,0.20579999999999998
1029,0.0324,0.0061,0.015,0.0172,0.0015,0.9153,0.36,0.3,0.19,0.17479999999999996
2134,0.0547,0.0007,0.0193,0.0155,0.0,0.8902,0.21,0.04,0.2,0.14369999999999997
1777,0.0132,0.0268,0.0085,0.008,0.0,0.9141,0.56,0.35,0.24,0.1733999999999999
509,0.0966,0.0007,0.0159,0.4593,0.0002,0.4052,0.54,0.65,0.23,0.2173
644,0.0551,0.0034,0.0088,0.3821,0.0003,0.5443,0.96,0.98,0.26,0.2661
597,0.0344,0.0,0.0019,0.4554,0.0011,0.4988,0.99,0.8,0.24,0.22829999999999984
2706,0.2179,0.0,0.0,0.011,0.0,0.7567,0.59,0.82,0.18,0.18619999999999987
2215,0.0093,0.5487,0.0006,0.0004,0.0006,0.4049,0.84,0.76,0.29,0.27369999999999967
1446,0.0541,0.0024,0.06,0.2847,0.0004,0.5727,0.38,0.08,0.12,0.14450000000000018
2208,0.0131,0.0003,0.0003,0.0026,0.0,0.9801,0.15,0.27,0.21,0.1751999999999999
2772,0.4038,0.0002,0.003,0.0463,0.0,0.5276,0.7,0.95,0.18,0.17420000000000002
518,0.104,0.001,0.0018,0.5578,0.0004,0.3232,0.99,0.97,0.25,0.2655999999999999
2850,0.0522,0.0106,0.0,0.0023,0.0009,0.9157,0.23,0.61,0.16,0.19900000000000018
887,0.0956,0.0022,0.0248,0.029,0.0,0.8321,0.61,0.38,0.17,0.1724
573,0.0441,0.0039,0.0055,0.1658,0.0,0.7631,0.59,0.7,0.25,0.2234000000000001
3067,0.0017,0.0013,0.0,0.0001,0.001,0.9924,0.69,0.38,0.2,0.21960000000000016
2857,0.0483,0.0026,0.009000000000000001,0.2679,0.0,0.6322,0.35,0.32,0.16,0.17320000000000008
1226,0.0337,0.0037,0.0054,0.0062,0.0009,0.9365,0.24,0.38,0.19,0.1851
2859,0.0252,0.0016,0.0,0.0016,0.0,0.9673,0.27,0.61,0.16,0.19390000000000002
2844,0.301,0.0,0.0015,0.0202,0.0,0.6421,0.73,0.97,0.19,0.18469999999999995
1272,0.0282,0.0035,0.0128,0.4895,0.0005,0.4486,0.84,0.69,0.23,0.22819999999999993
1584,0.0132,0.0078,0.0048,0.0046,0.0,0.9656,0.07,0.59,0.16,0.1867
123,0.1752,0.0053,0.005,0.0161,0.0,0.7683,0.42,0.94,0.18,0.1863
1307,0.0268,0.0019,0.0021,0.0728,0.0015,0.8778,0.91,0.25,0.2,0.20989999999999998
220,0.0394,0.0069,0.0066,0.0275,0.0001,0.9044,0.57,0.4,0.17,0.18319999999999992
3045,0.0082,0.0037,0.0022,0.0068,0.0,0.9694,0.54,0.4,0.21,0.2162000000000001
358,0.4537,0.0036,0.0537,0.0189,0.0009,0.4451,0.71,0.54,0.12,0.14759999999999993
1392,0.2093,0.001,0.0341,0.0322,0.0002,0.7029,0.51,0.03,0.07,0.14120000000000002
2769,0.0362,0.0033,0.0055,0.2029,0.0,0.7347,0.72,0.96,0.21,0.24110000000000023
1983,0.0468,0.0037,0.0105,0.0584,0.0,0.8679,0.63,0.63,0.2,0.21050000000000005
1791,0.0323,0.0035,0.0093,0.0168,0.0,0.846,0.07,0.59,0.19,0.2091
2978,0.0573,0.0111,0.0224,0.0162,0.0054,0.8456,0.48,0.38,0.13,0.18189999999999995
259,0.0399,0.0017,0.0,0.2148,0.0031,0.7246,0.55,0.68,0.21,0.2083
2905,0.0967,0.005,0.1751,0.0628,0.0076,0.5961,0.29,0.38,0.09,0.10499999999999993
2407,0.0396,0.0023,0.0137,0.4661,0.0005,0.4517,0.97,0.72,0.21,0.2347
976,0.0193,0.0015,0.0248,0.0254,0.0002,0.9176,0.35,0.71,0.19,0.22240000000000013
2509,0.0272,0.0037,0.003,0.171,0.0008,0.7665,0.74,0.8,0.26,0.23730000000000004
2078,0.0146,0.001,0.0047,0.0539,0.0,0.9033,0.55,0.28,0.22,0.1911000000000001
1105,0.0676,0.0324,0.0097,0.0494,0.0018,0.7943,0.8,0.66,0.22,0.20620000000000002
2802,0.1523,0.0,0.0186,0.0306,0.0,0.7713,0.43,0.72,0.19,0.2102
1239,0.0544,0.0015,0.0286,0.2146,0.0005,0.6745,0.57,0.09,0.17,0.17230000000000004
1949,0.0173,0.0029,0.0053,0.006999999999999999,0.0009,0.9585,0.29,0.19,0.19,0.1791
1744,0.0225,0.003,0.0035,0.0725,0.0008,0.8806,0.54,0.88,0.17,0.23919999999999994
2848,0.1091,0.0047,0.0049,0.028,0.0009,0.8371,0.56,0.89,0.18,0.20340000000000008
2441,0.0155,0.0008,0.0001,0.3036,0.0,0.6459,0.87,0.77,0.2,0.24349999999999997
456,0.3357,0.0015,0.0456,0.0091,0.0007,0.5727,0.54,0.48,0.1,0.14169999999999994
462,0.5867,0.0019,0.0539,0.0248,0.0046,0.2993,0.8,0.62,0.12,0.13519999999999996
3028,0.01,0.0015,0.0025,0.0086,0.0029,0.9667,0.22,0.48,0.18,0.18559999999999996
3007,0.0302,0.0,0.0128,0.5492,0.0,0.3832,0.91,0.68,0.18,0.23529999999999984
3094,0.0192,0.0039,0.0438,0.0153,0.0001,0.8985,0.21,0.04,0.17,0.18130000000000007
1412,0.0365,0.0026,0.0216,0.0386,0.0002,0.879,0.28,0.3,0.12,0.16850000000000004
381,0.1521,0.0071,0.0086,0.0058,0.0,0.8133,0.69,0.45,0.16,0.18150000000000005
2931,0.0576,0.004,0.0242,0.4919,0.0012,0.3817,0.67,0.33,0.17,0.17400000000000004
1467,0.0457,0.0059,0.0445,0.0614,0.0003,0.8127,0.14,0.23,0.11,0.14180000000000004
2591,0.2684,0.001,0.0037,0.0874,0.0,0.6221,0.49,0.82,0.17,0.1840999999999999
1538,0.0265,0.0,0.006,0.742,0.0,0.2219,0.97,0.96,0.29,0.2762
964,0.077,0.0005,0.0102,0.0002,0.0,0.9038,0.28,0.14,0.21,0.21710000000000013
1476,0.0566,0.0072,0.0055,0.135,0.0001,0.7637,0.7,0.24,0.22,0.19200000000000003
1563,0.0489,0.0006,0.0019,0.443,0.0,0.4958,0.91,0.9,0.27,0.2552000000000001
1587,0.0896,0.0023,0.0072,0.0105,0.0,0.8837,0.13,0.46,0.12,0.19480000000000008
59,0.0166,0.029,0.0056,0.0073,0.0009,0.9116,0.14,0.16,0.2,0.20809999999999995
2111,0.0768,0.0008,0.0031,0.0086,0.0001,0.898,0.16,0.11,0.22,0.185
2851,0.2441,0.0045,0.0211,0.0773,0.0003,0.6345,0.69,0.78,0.19,0.19089999999999996
1244,0.0396,0.002,0.0153,0.0356,0.0004,0.883,0.04,0.04,0.17,0.14050000000000007
2244,0.0127,0.0001,0.0051,0.0511,0.0002,0.8959999999999999,0.73,0.11,0.25,0.21370000000000008
2476,0.0403,0.0566,0.0156,0.0,0.0,0.8463,0.42,0.26,0.29,0.2471000000000002
2403,0.0862,0.0064,0.0028,0.0,0.0014,0.8728,0.39,0.41,0.17,0.24580000000000005
2422,0.0741,0.0009,0.0546,0.0561,0.0002,0.7944,0.14,0.02,0.12,0.11209999999999995
657,0.0043,0.0057,0.0,0.3031,0.0029,0.6798,0.78,0.91,0.27,0.23830000000000007
1601,0.006,0.006999999999999999,0.0011,0.4334,0.0,0.5467,0.88,0.78,0.29,0.23850000000000007
845,0.052000000000000005,0.0031,0.0042,0.0093,0.0005,0.9176,0.35,0.65,0.19,0.20060000000000006
542,0.1344,0.0013,0.0095,0.0082,0.0,0.8445,0.69,0.48,0.19,0.17460000000000003
2086,0.0428,0.0124,0.0124,0.0317,0.0,0.8916,0.03,0.07,0.31,0.22579999999999992
1402,0.0188,0.0073,0.0029,0.0016,0.0,0.9489,0.46,0.37,0.2,0.1877
2942,0.0634,0.0181,0.0111,0.0049,0.0012,0.877,0.22,0.58,0.14,0.18220000000000014
1963,0.5348,0.0025,0.0,0.0157,0.0,0.4441,0.69,0.58,0.16,0.16030000000000005
952,0.0206,0.0035,0.0037,0.0041,0.0,0.9543,0.03,0.44,0.2,0.1828999999999999
2847,0.0187,0.0652,0.0086,0.4514,0.0,0.4234,0.24,0.55,0.14,0.21119999999999997
2570,0.002,0.1086,0.0081,0.0,0.0,0.8089,0.34,0.27,0.29,0.23339999999999997
1651,0.0372,0.0051,0.0203,0.0324,0.0004,0.8753,0.44,0.61,0.16,0.21510000000000004
3135,0.0137,0.0014,0.0,0.003,0.0,0.9706,0.15,0.2,0.16,0.17429999999999995
1557,0.0259,0.0053,0.0128,0.0246,0.0,0.9117,0.09,0.35,0.13,0.17409999999999998
3031,0.0116,0.0019,0.0071,0.0389,0.0,0.9211,0.31,0.25,0.18,0.1931
2541,0.0027,0.5775,0.0043,0.003,0.0,0.3897,0.97,0.85,0.29,0.2706999999999998
1431,0.0453,0.0161,0.0127,0.0363,0.0012,0.8717,0.22,0.4,0.12,0.19920000000000002
2538,0.0636,0.0011,0.0262,0.5343,0.0002,0.3576,0.78,0.72,0.24,0.23240000000000005
1866,0.3114,0.0046,0.0955,0.1123,0.0068,0.4277,0.74,0.92,0.19,0.1462
2823,0.2098,0.0023,0.0017,0.2023,0.0011,0.5720000000000001,0.75,0.93,0.18,0.19310000000000002
435,0.1422,0.0103,0.0448,0.0671,0.0001,0.6956,0.83,0.55,0.21,0.18099999999999997
2752,0.2227,0.0047,0.0,0.0227,0.0,0.7208,0.48,0.93,0.19,0.18959999999999996
237,0.0246,0.0009,0.0002,0.0275,0.0,0.9269,0.54,0.81,0.23,0.24299999999999994
3106,0.1423,0.0052,0.0,0.0004,0.0,0.8190000000000001,0.37,0.69,0.32,0.19120000000000012
2222,0.0552,0.0015,0.0523,0.223,0.0003,0.6301,0.51,0.09,0.21,0.13770000000000013
109,0.3768,0.0027,0.0084,0.0707,0.0,0.5233,0.75,0.85,0.18,0.18100000000000002
2390,0.0156,0.002,0.0033,0.0052,0.0001,0.9588,0.47,0.45,0.18,0.17460000000000003
781,0.2721,0.0108,0.0059,0.0022,0.0002,0.6984,0.67,0.27,0.27,0.20520000000000002
2787,0.0234,0.0021,0.04,0.0259,0.0005,0.8851,0.18,0.12,0.07,0.16840000000000008
163,0.0912,0.0055,0.0036,0.0353,0.0,0.8533,0.4,0.89,0.18,0.2039000000000002
288,0.0651,0.0057,0.0122,0.1978,0.0001,0.6857,0.76,0.79,0.23,0.23130000000000003
1161,0.1086,0.0134,0.0161,0.0288,0.0001,0.7964,0.73,0.48,0.19,0.18669999999999992
252,0.0676,0.123,0.0666,0.0071,0.0009,0.6157,0.4,0.68,0.26,0.23260000000000022
1116,0.025,0.0,0.0,0.0627,0.0,0.9088,0.5,0.23,0.21,0.18740000000000007
2120,0.0648,0.0239,0.0094,0.3179,0.0,0.5706,0.98,0.83,0.22,0.22630000000000014
2892,0.5297,0.0,0.0,0.0054,0.0037,0.4613,0.59,0.96,0.18,0.17930000000000004
767,0.0457,0.0004,0.0021,0.1757,0.0,0.7564,0.52,0.73,0.22,0.23280000000000003
787,0.0105,0.0008,0.0029,0.0068,0.0004,0.9722,0.09,0.38,0.18,0.1784999999999999
1441,0.1152,0.0038,0.0068,0.0318,0.0002,0.812,0.66,0.47,0.2,0.1795
2350,0.0606,0.1231,0.0083,0.0787,0.0111,0.6206,0.91,0.96,0.23,0.2319000000000002
1271,0.0238,0.0018,0.0034,0.0186,0.0,0.9407,0.04,0.06,0.18,0.19209999999999997
1071,0.0244,0.0008,0.0025,0.0216,0.0,0.9365,0.23,0.03,0.2,0.18790000000000004
1706,0.1158,0.0264,0.0151,0.0182,0.0222,0.7727,0.86,0.95,0.15,0.2117000000000001
1551,0.025,0.0026,0.0019,0.0137,0.0,0.9448,0.03,0.47,0.17,0.1956
3066,0.024,0.0019,0.0097,0.008,0.0,0.9391,0.01,0.09,0.16,0.15329999999999994
1117,0.0463,0.0746,0.0062,0.0066,0.0003,0.8301,0.27,0.36,0.19,0.16919999999999993
1032,0.0837,0.0018,0.0454,0.0655,0.0008,0.7771,0.38,0.01,0.19,0.11459999999999998
1632,0.0293,0.0022,0.0085,0.3715,0.0,0.5691,0.94,0.81,0.28,0.23880000000000007
1364,0.0198,0.0014,0.0014,0.0045,0.0003,0.9535,0.26,0.09,0.21,0.19599999999999995
847,0.016,0.003,0.008,0.0406,0.0002,0.9168,0.25,0.26,0.17,0.17830000000000004
2466,0.0109,0.0003,0.0037,0.0071,0.0,0.9581,0.42,0.22,0.18,0.20509999999999998
2516,0.0337,0.002,0.0078,0.0263,0.0006,0.9094,0.25,0.59,0.24,0.21370000000000006
461,0.1157,0.0461,0.03,0.0098,0.0032,0.7435,0.76,0.66,0.13,0.1887000000000001
1776,0.034,0.003,0.005,0.02,0.0005,0.9167,0.38,0.53,0.17,0.20170000000000005
1926,0.0492,0.0033,0.0056,0.0564,0.0,0.8637,0.64,0.38,0.17,0.18920000000000006
157,0.3832,0.0041,0.0539,0.0979,0.002,0.4407,0.92,0.87,0.2,0.15499999999999997
1001,0.016,0.0034,0.0079,0.0201,0.0,0.9339,0.17,0.02,0.19,0.17840000000000011
2354,0.0869,0.0385,0.044,0.0463,0.0006,0.7173,0.34,0.38,0.19,0.16409999999999988
1800,0.0053,0.0011,0.0,0.0007,0.0,0.9915,0.19,0.4,0.18,0.18760000000000004
677,0.3609,0.0028,0.0043,0.0015,0.0045,0.615,0.67,0.61,0.28,0.18229999999999996
1867,0.2116,0.0014,0.2394,0.0953,0.0003,0.4306,0.47,0.1,0.1,0.09869999999999989
1027,0.0158,0.0,0.0052,0.0043,0.0,0.9634,0.25,0.23,0.21,0.1809
238,0.6376,0.0092,0.0119,0.0168,0.0006,0.3097,0.99,0.96,0.19,0.17169999999999994
978,0.0833,0.0025,0.081,0.0519,0.0003,0.7583,0.49,0.66,0.18,0.17060000000000017
2894,0.0091,0.0005,0.0012,0.0057,0.0,0.9759,0.68,0.63,0.19,0.22209999999999996
243,0.0415,0.0772,0.0157,0.0054,0.0033,0.7992,0.41,0.64,0.2,0.19960000000000008
100,0.0599,0.0039,0.0078,0.009000000000000001,0.0002,0.8999,0.61,0.53,0.25,0.18399999999999994
315,0.0124,0.0017,0.0,0.128,0.0,0.8457,0.56,0.66,0.23,0.21660000000000004
1177,0.0359,0.0005,0.0015,0.0011,0.0,0.9574,0.15,0.47,0.19,0.20309999999999995
2549,0.0443,0.1151,0.0212,0.0049,0.0,0.7681,0.39,0.25,0.2,0.20020000000000013
1025,0.0224,0.0026,0.0154,0.0133,0.0023,0.9319,0.46,0.03,0.21,0.17170000000000005
1577,0.0126,0.0002,0.0009,0.3111,0.0,0.6701,0.64,0.87,0.27,0.2621
261,0.2758,0.115,0.0073,0.0088,0.0005,0.574,0.92,1.0,0.18,0.18900000000000008
1264,0.0225,0.0,0.0047,0.0745,0.0,0.8815,0.37,0.34,0.22,0.1789
2243,0.0612,0.0394,0.008,0.0,0.0069,0.8797,0.51,0.58,0.17,0.23230000000000006
195,0.0437,0.0017,0.019,0.4105,0.0002,0.493,0.35,0.12,0.17,0.18749999999999997
1973,0.0597,0.0009,0.0656,0.115,0.0004,0.7217,0.3,0.11,0.13,0.14010000000000006
1783,0.0312,0.023,0.0024,0.0078,0.0,0.9226,0.08,0.21,0.26,0.21979999999999994
1929,0.4999,0.0411,0.0252,0.0247,0.0006,0.3868,0.68,0.45,0.13,0.18049999999999994
179,0.0289,0.0,0.0084,0.0825,0.0,0.8465,0.16,0.32,0.15,0.15969999999999998
834,0.0622,0.0027,0.0056,0.0545,0.0009,0.8619,0.3,0.34,0.17,0.17900000000000002
842,0.0035,0.0003,0.0009,0.0049,0.0,0.9697,0.24,0.44,0.18,0.1765999999999999
3122,0.0096,0.0023,0.0055,0.0213,0.0,0.9578,0.58,0.43,0.21,0.19910000000000008
1578,0.0169,0.0009,0.0323,0.3691,0.0006,0.5644,0.64,0.87,0.27,0.2558
1123,0.018000000000000002,0.0,0.0027,0.028,0.0004,0.9379,0.26,0.04,0.19,0.17910000000000004
340,0.0572,0.0026,0.0206,0.1202,0.0002,0.7787,0.12,0.25,0.18,0.15300000000000016
1178,0.2123,0.0052,0.0207,0.0223,0.0,0.711,0.73,0.55,0.19,0.188
2944,0.0898,0.0019,0.0316,0.3996,0.0018,0.4292,0.82,0.43,0.19,0.1925
748,0.0758,0.0014,0.0156,0.0017,0.0016,0.883,0.4,0.35,0.27,0.18249999999999997
1666,0.0,0.001,0.0,0.0,0.0,0.9927,0.53,0.7,0.16,0.23549999999999996
662,0.0356,0.0007,0.0103,0.1609,0.0001,0.7688,0.13,0.48,0.24,0.20149999999999998
480,0.3614,0.0019,0.0053,0.0364,0.0018,0.5819,0.74,0.29,0.19,0.18189999999999998
